	eCO2-1	eCO2-2	eCO2-3	eCO2-4	eCO2-5	eCO2-6	Abundance	Type	phylum	class	order	family	genus	species	
PASV7312	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV4550	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV3646	0	0	0	0	0	0	0	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Catenulisporales	f__Catenulisporaceae	g__Catenulispora	s__Catenulispora_acidiphila	
PASV9045	0	7.86E-05	0	0	0	0	0.0000131	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_japonicum	
PASV6674	0	0	0	0	7.86E-05	0	0.0000131	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_icense	
PASV9100	0	7.86E-05	0	0	0	0	0.0000131	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_erythrophlei	
PASV8375	0.000117962	0	0	0	0	0	1.97E-05	phoD	p__Planctomycetes	c__Phycisphaerae	o__Phycisphaerales	f__Phycisphaeraceae	g__Phycisphaera	s__Phycisphaera_mikurensis	
PASV8417	7.86E-05	0	0	0	0	0	0.0000131	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes_friuliensis	
PASV9057	0	0.000117962	0	0	0	0	1.97E-05	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7325	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__Rhodoplanes_sp._Z2-YC6860	
PASV1949	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__unclassified_o__Burkholderiales	g__Roseateles	s__Roseateles_depolymerans	
PASV9027	0	7.86E-05	0	0	0	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV6082	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_lablabi	
PASV4572	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV6768	0	0	0	0	0.000117962	0	1.97E-05	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._S10(2016)	
PASV7855	0	0	7.86E-05	0	0	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7858	0	0	7.86E-05	0	0	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9043	0	0.000117962	0	0	0	0	1.97E-05	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7251	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9534	0	0	0	0.000117962	0	0	1.97E-05	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__Ensifer_adhaerens	
PASV9054	0	3.93E-05	0	0	0	0	0.00000655	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella_alkaliphila	
PASV2922	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV4560	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV1940	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9087	0	0.000117962	0	0	0	0	1.97E-05	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_erythrophlei	
PASV9099	0	0.000117962	0	0	0	0	1.97E-05	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_icense	
PASV9535	0	0	0	0.000117962	0	0	1.97E-05	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobium_loti	
PASV8392	7.86E-05	0	0	0	0	0	0.0000131	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sampsonii	
PASV9570	0	0	0	7.86E-05	0	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7203	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Acidiferrobacteraceae	g__Sulfurifustis	s__Sulfurifustis_variabilis	
PASV7314	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2037	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV5237	0	0	0	0	0	0.000117962	1.97E-05	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._SCSIO_03032	
PASV3762	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7230	0	0	0	0	0	0	0	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Frankiales	f__Frankiaceae	g__Frankia	s__Frankia_sp._EAN1pec	
PASV1936	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2946	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacter_antibioticus	
PASV1952	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV4455	0	0	0	0	0	0	0	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora_coriariae	
PASV6071	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__Methylobacterium	s__Methylobacterium_sp._C1	
PASV7311	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2889	0	0	0	0	0	0	0	phoD	p__Chloroflexi	c__Ardenticatenia	o__Ardenticatenales	f__Ardenticatenaceae	g__Candidatus_Promineofilum	s__Candidatus_Promineofilum_breve	
PASV6077	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV6711	0	0	0	0	3.93E-05	0	0.00000655	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV6057	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_icense	
PASV6050	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2933	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7328	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._LAB-08	
PASV5977	0	0	0	0	0	0	0	phoD	p__Actinobacteria_d__Bacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__Ilumatobacter	s__Ilumatobacter_coccineus	
PASV6758	0	0	0	0	7.86E-05	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV5943	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9032	0	7.86E-05	0	0	0	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV8358	7.86E-05	0	0	0	0	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9559	0	0	0	7.86E-05	0	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7860	0	0	0.000117962	0	0	0	1.97E-05	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobium_meliloti	
PASV5987	0	0	0	0	0	0	0	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_tendae	
PASV8360	7.86E-05	0	0	0	0	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2941	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV6730	0	0	0	0	7.86E-05	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV5271	0	0	0	0	0	7.86E-05	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2865	0	0	0	0	0	0	0	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._CNQ-509	
PASV7818	0	0	0.000117962	0	0	0	1.97E-05	phoD	p__Planctomycetes	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__Planctomyces_sp._SH-PL62	
PASV5956	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2975	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV3698	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV6070	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7854	0	0	0.000117962	0	0	0	1.97E-05	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV5975	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__Rhodoplanes_sp._Z2-YC6860	
PASV1827	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV6061	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__Ensifer_sojae	
PASV5259	0	0	0	0	0	0.000117962	1.97E-05	phoD	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__Massilia_sp._B2	
PASV5268	0	0	0	0	0	7.86E-05	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV4570	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV5297	0	0	0	0	0	0.000117962	1.97E-05	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV1957	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV8440	7.86E-05	0	0	0	0	0	0.0000131	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._4F	
PASV4576	0	0	0	0	0	0	0	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Janibacter	s__Janibacter_indicus	
PASV7231	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_lini	
PASV8455	0.000117962	0	0	0	0	0	1.97E-05	phoD	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacter_antibioticus	
PASV6715	0	0	0	0	7.86E-05	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV6063	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV4509	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9093	0	0.000117962	0	0	0	0	1.97E-05	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_icense	
PASV2876	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Azospirillum	s__Azospirillum_brasilense	
PASV2009	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobium_opportunistum	
PASV5283	0	0	0	0	0	7.86E-05	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV3758	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9063	0	0.000117962	0	0	0	0	1.97E-05	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7327	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2895	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Shinella	s__Shinella_sp._HZN7	
PASV7227	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aurantimonadaceae	g__Aurantimonas	s__Aurantimonas_coralicida	
PASV7840	0	0	0.000117962	0	0	0	1.97E-05	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2011	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7270	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_syringae	
PASV7326	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Labrenzia	s__Labrenzia_sp._CP4	
PASV9525	0	0	0	0.000117962	0	0	1.97E-05	phoD	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	s__Agromyces_flavus	
PASV3637	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_sp._QXT-31	
PASV2020	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus_gilardii	
PASV3743	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_soil_bacterium	
PASV1941	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV3754	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9096	0	0.000117962	0	0	0	0	1.97E-05	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobium_sp._B7	
PASV1950	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7315	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9553	0	0	0	3.93E-05	0	0	0.00000655	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV7310	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9074	0	3.93E-05	0	0	0	0	0.00000655	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV2917	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_erythrophlei	
PASV9541	0	0	0	0.000117962	0	0	1.97E-05	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_sp._BTAi1	
PASV6016	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__Methylobacterium	s__Methylobacterium_phyllosphaerae	
PASV8335	7.86E-05	0	0	0	0	0	0.0000131	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__Microvirga	s__Microvirga_ossetica	
PASV9040	0	7.86E-05	0	0	0	0	0.0000131	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV8451	0.000117962	0	0	0	0	0	1.97E-05	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_erythrophlei	
PASV1997	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV1926	0	0	0	0	0	0	0	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV4519	0	0	0	0	0	0	0	phoD	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobium_icense	
PASV7832	0	0	0.000117962	0	0	0	1.97E-05	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV9568	0	0	0	0.000117962	0	0	1.97E-05	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
PASV8447	0.000117962	0	0	0	0	0	1.97E-05	phoD	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	s__uncultured_bacterium	
