,eCO2-1,eCO2-2,eCO2-3,eCO2-4,eCO2-5,eCO2-6,Abundance,Type,phylum,class,order,family,genus,species,
ASV1399,0.000859476,0.002721673,0,0.00071623,0,0.000859476,0.000859476,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandona,s__Sandona_aporians,
ASV174,0,0,0,0,0,0.00143246,0.000238743,Pro,p__Ciliophora,c__Oligohymenophorea,o__unclassified_c__Oligohymenophorea,f__unclassified_c__Oligohymenophorea,g__unclassified_c__Oligohymenophorea,s__unclassified_c__Oligohymenophorea,
ASV2575,0.002291935,0,0,0.001002722,0,0.002435181,0.000954973,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Nucleocercomonas,s__Nucleocercomonas_praelonga,
ASV1429,0,0.001718951,0,0,0,0,0.000286492,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.,
ASV314,0,0.002435181,0,0,0.000429738,0.001575705,0.000740104,Pro,p__Dinophyta,c__Dinophyceae,o__Dinophyceae_X,f__Dinophyceae_XX,g__unclassified_f__Dinophyceae_XX,s__unclassified_f__Dinophyceae_XX,
ASV1937,0,0,0.00143246,0,0,0,0.000238743,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV3621,0,0,0,0,0,0.006159576,0.001026596,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Gastrostyla,s__Gastrostyla_sp.,
ASV171,0,0.002005443,0,0.003008165,0,0.003724395,0.001456334,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa,
ASV1459,0,0.001002722,0.00071623,0,0,0,0.000286492,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV4261,0,0,0,0,0.001002722,0,0.00016712,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV854,0,0,0.003151411,0.002578427,0,0.001862197,0.001265339,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__unclassified_o__Hypotrichia,g__unclassified_o__Hypotrichia,s__unclassified_o__Hypotrichia,
ASV3971,0,0,0.001145968,0,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Filosa-Sarcomonadea_X,f__Filosa-Sarcomonadea_XX,g__Filosa-Sarcomonadea_XXX,s__Filosa-Sarcomonadea_XXX_sp.,
ASV65,0.013035382,0.010313709,0.005586592,0.016473285,0.011746168,0.005013608,0.010361457,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__unclassified_f__Oxytrichidae,s__unclassified_f__Oxytrichidae,
ASV2590,0.001289214,0,0,0,0,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV4,0.023778828,0.016473285,0.019911188,0.028362699,0.031370864,0.043403524,0.027216731,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__LOS7NI-lineage,g__LOS7NI-lineage_X,s__LOS7NI-lineage_X_sp.,
ASV27,0.010600201,0.013608366,0.011459676,0.00673256,0.009454233,0.005156854,0.009501982,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonas,s__Cercomonas_edax,
ASV3624,0,0,0,0,0,0.002721673,0.000453612,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.,
ASV1646,0,0.000286492,0.001002722,0,0,0,0.000214869,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Vampyrellida_X,g__unclassified_f__Vampyrellida_X,s__unclassified_f__Vampyrellida_X,
ASV262,0.003724395,0.000859476,0.000572984,0.002435181,0.002291935,0.002864919,0.002124815,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV384,0,0.000859476,0.000859476,0.001002722,0,0.000429738,0.000525235,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa,
ASV158,0.002435181,0,0.002291935,0.002005443,0.001289214,0.010170463,0.003032039,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__unclassified_o__Colpodida,g__unclassified_o__Colpodida,s__unclassified_o__Colpodida,
ASV1414,0.00071623,0.002864919,0,0,0.00143246,0,0.000835602,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV836,0.003008165,0.002864919,0.003581149,0.01131643,0.001145968,0,0.003652772,Pro,p__Ciliophora,c__Colpodea,o__Platyophryida,f__Platyophryidae,g__Platyophrya,s__unclassified_g__Platyophrya,
ASV1091,0,0.000429738,0,0,0,0.00071623,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__unclassified_g__Paracercomonas,
ASV2962,0,0,0,0.001289214,0,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Group-Te,s__Group-Te_sp.,
ASV3643,0,0,0,0,0,0.001862197,0.000310366,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV38,0.012319152,0.027359977,0.017762498,0.007305544,0.008451511,0.006589314,0.013297999,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Trinematidae,g__Trinematidae_X,s__Trinematidae_X_sp.,
ASV3974,0,0,0.001145968,0,0,0,0.000190995,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV3656,0,0,0,0,0,0.001575705,0.000262618,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV448,0,0,0,0,0,0.001575705,0.000262618,Pro,p__Perkinsea,c__Perkinsida,o__Perkinsida_X,f__Perkinsida_XX,g__Perkinsida_XXX,s__Perkinsida_XXX_sp.,
ASV4246,0,0,0,0,0.002435181,0,0.000405864,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV1128,0.00071623,0,0.000143246,0,0.00071623,0,0.000262618,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV1925,0,0,0,0,0.001575705,0.000859476,0.000405864,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__Hartmannellidae,g__Glaeseria,s__Glaeseria_mira,
ASV1262,0,0,0,0.000286492,0.000859476,0.000429738,0.000262618,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Thalassomyxa-lineage,g__Thalassomyxa-lineage_X,s__Thalassomyxa-lineage_X_sp.,
ASV3945,0,0,0.002148689,0,0,0,0.000358115,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__unclassified_f__Leptophryidae,s__unclassified_f__Leptophryidae,
ASV3642,0,0,0,0,0,0.001575705,0.000262618,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__unclassified_o__Hypotrichia,g__unclassified_o__Hypotrichia,s__unclassified_o__Hypotrichia,
ASV2579,0.001718951,0,0.002721673,0,0,0,0.000740104,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Oxytricha,s__Oxytricha_sp.,
ASV1390,0,0.003294657,0,0,0.001145968,0,0.000740104,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa,
ASV4010,0,0,0.000859476,0,0.00071623,0,0.000262618,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV58,0.00673256,0.004297379,0.008451511,0,0.005729838,0,0.004201881,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonas,s__Cercomonas_longicauda,
ASV618,0.000859476,0.00143246,0.00071623,0.00744879,0.000429738,0.00071623,0.001933821,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV3946,0,0,0.001718951,0,0,0,0.000286492,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa,
ASV4282,0,0,0,0,0.001145968,0,0.000190995,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Penardia-lineage,g__Penardia-lineage_X,s__Penardia-lineage_X_sp.,
ASV2010,0,0,0,0.000572984,0.000572984,0,0.000190995,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__Hartmannella,s__Hartmannella_sp.,
ASV2053,0.001289214,0,0,0,0,0,0.000214869,Pro,p__Eukaryota_XX,c__Eukaryota_XXX,o__Eukaryota_XXXX,f__Eukaryota_XXXXX,g__Eukaryota_XXXXXX,s__Eukaryota_XXXXXX_sp.,
ASV2915,0,0,0,0.003437903,0,0,0.000572984,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_caudratti,
ASV2597,0.001289214,0,0,0,0,0,0.000214869,Pro,p__unclassified_k__Alveolata,c__unclassified_k__Alveolata,o__unclassified_k__Alveolata,f__unclassified_k__Alveolata,g__unclassified_k__Alveolata,s__unclassified_k__Alveolata,
ASV4266,0,0,0,0,0.001575705,0,0.000262618,Pro,p__Eukaryota_XX,c__Eukaryota_XXX,o__Eukaryota_XXXX,f__Eukaryota_XXXXX,g__Eukaryota_XXXXXX,s__Eukaryota_XXXXXX_sp.,
ASV3975,0,0,0.001002722,0,0,0,0.00016712,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV3625,0,0,0,0,0,0.004010887,0.000668481,Pro,p__Lobosa,c__Tubulinea,o__Leptomyxida,f__Flabellulidae,g__Flabellula,s__Flabellula_citata,
ASV3935,0,0,0.004583871,0,0,0,0.000763979,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__Phalansterium_sp.,
ASV1372,0,0.003151411,0,0,0,0.00071623,0.000644607,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Teretomonas,s__Teretomonas_rotunda,
ASV162,0,0.006875806,0.006446068,0.002435181,0.004870362,0,0.003437903,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__unclassified_o__Glissomonadida,g__unclassified_o__Glissomonadida,s__unclassified_o__Glissomonadida,
ASV105,0.005586592,0.007305544,0.008594757,0.006159576,0.006875806,0.004010887,0.006422194,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.,
ASV170,0,0.002148689,0.004297379,0.006875806,0.003867641,0.010743446,0.004655494,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.,
ASV1393,0,0.003437903,0,0,0,0.001575705,0.000835601,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Tracheliidae,g__unclassified_f__Tracheliidae,s__unclassified_f__Tracheliidae,
ASV2574,0.002291935,0,0,0,0,0,0.000381989,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__Flamella-lineage,g__Flamella,s__unclassified_g__Flamella,
ASV176,0.002148689,0.001145968,0.003008165,0.00673256,0.003724395,0.007592036,0.004058636,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Filamoebidae,g__Filamoeba,s__unclassified_g__Filamoeba,
ASV3710,0,0,0,0,0.001002722,0.000572984,0.000262618,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV1405,0,0.002864919,0,0,0,0,0.000477487,Pro,p__Ciliophora,c__Oligohymenophorea,o__unclassified_c__Oligohymenophorea,f__unclassified_c__Oligohymenophorea,g__unclassified_c__Oligohymenophorea,s__unclassified_c__Oligohymenophorea,
ASV461,0,0,0,0,0,0.002005443,0.000334241,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV874,0.004297379,0,0.002435181,0.001862197,0.001145968,0,0.001623454,Pro,p__Ciliophora,c__Colpodea,o__Cyrtolophosidida,f__Cyrtolophosididae,g__Cyrtolophosididae_X,s__Cyrtolophosididae_X_sp.,
ASV183,0.002005443,0.004010887,0.004727116,0,0.002864919,0.012605644,0.004369002,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_caudratti,
ASV2969,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV2926,0,0,0,0.002435181,0,0,0.000405864,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV898,0,0,0.001862197,0,0.001002722,0,0.000477487,Pro,p__Cercozoa,c__Filosa-Granofilosea,o__Cryptofilida,f__Mesofilidae,g__Mesofilidae_X,s__Mesofilidae_X_sp.,
ASV123,0.002721673,0,0.005443346,0.001289214,0,0.005873084,0.002554553,Pro,p__Ciliophora,c__Colpodea,o__Platyophryida,f__unclassified_o__Platyophryida,g__unclassified_o__Platyophryida,s__unclassified_o__Platyophryida,
ASV3639,0,0,0,0,0,0.002435181,0.000405864,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV2998,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Echinamoebidae,g__Echinamoeba,s__Echinamoeba_exundans,
ASV284,0.003151411,0.002005443,0.000429738,0.000859476,0.000572984,0.002291935,0.001551831,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.,
ASV1467,0,0.001002722,0,0,0.00071623,0,0.000286492,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonas,s__unclassified_g__Cercomonas,
ASV834,0,0,0,0.00601633,0,0.014038103,0.003342406,Pro,p__Lobosa,c__Lobosa_X,o__Lobosa_XX,f__LKM74-lineage,g__LKM74-lineage_X,s__LKM74-lineage_X_sp.,
ASV53,0.010313709,0.004297379,0.00744879,0.014754333,0.008165019,0.015184071,0.010027217,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV121,0.00601633,0.005586592,0.004727116,0.003151411,0.003724395,0.00673256,0.004989734,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandona,s__Sandona_sp.,
ASV2931,0,0,0,0.002578427,0,0,0.000429738,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV2945,0,0,0,0.001862197,0,0,0.000310366,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa,
ASV549,0,0,0,0.001289214,0,0,0.000214869,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.,
ASV2626,0.001289214,0,0,0,0,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Thaumatomonadida,f__Thaumatomonadidae,g__Thaumatomonas,s__Thaumatomonas_sp.,
ASV3954,0,0,0.001575705,0,0,0,0.000262618,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV3027,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Dinophyta,c__unclassified_p__Dinophyta,o__unclassified_p__Dinophyta,f__unclassified_p__Dinophyta,g__unclassified_p__Dinophyta,s__unclassified_p__Dinophyta,
ASV1141,0.003581149,0.000572984,0,0,0.000286492,0,0.000740104,Pro,p__Perkinsea,c__Perkinsida,o__Perkinsida_X,f__Perkinsida_XX,g__Perkinsida_XXX,s__Perkinsida_XXX_sp.,
ASV2932,0,0,0,0.002005443,0,0,0.000334241,Pro,p__Ciliophora,c__Colpodea,o__Cyrtolophosidida,f__Cyrtolophosididae,g__Cyrtolophosididae_X,s__Cyrtolophosididae_X_sp.,
ASV4262,0,0,0,0,0.001002722,0,0.00016712,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__Flamella-lineage,g__Flamella,s__unclassified_g__Flamella,
ASV939,0.000286492,0.001002722,0.000143246,0.000859476,0.001289214,0.001862197,0.000907225,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV1439,0,0.00143246,0,0,0,0,0.000238743,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV136,0.00601633,0.001289214,0.003724395,0.004870362,0.003581149,0.002578427,0.003676646,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV1389,0.009454233,0.003151411,0.006302822,0,0.010313709,0,0.004870363,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV948,0.002005443,0.004440625,0,0.001575705,0.001862197,0.004870362,0.002459055,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__Phalansterium_sp.,
ASV1203,0,0,0,0.00071623,0.001145968,0,0.000310366,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV2613,0.001002722,0,0,0,0,0,0.00016712,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__unclassified_o__Haptoria,g__unclassified_o__Haptoria,s__unclassified_o__Haptoria,
ASV2693,0.001002722,0,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Thaumatomonadida,f__Peregriniidae,g__Peregrinia,s__Peregrinia_sp.,
ASV561,0,0,0,0.001718951,0,0,0.000286492,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV4019,0,0,0.001002722,0,0,0,0.00016712,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV890,0,0,0,0,0.00071623,0.001575705,0.000381989,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV2593,0.002291935,0,0,0.00071623,0,0,0.000501361,Pro,p__Apicomplexa,c__Apicomplexa_X,o__Coccidia,f__Eucoccidiorida,g__Cryptosporidium,s__Cryptosporidium_struthionis,
ASV142,0,0.004010887,0.002721673,0.002864919,0.002435181,0.003008165,0.002506804,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV3990,0,0,0.001002722,0,0,0,0.00016712,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV1482,0,0.000859476,0,0.000286492,0,0,0.000190995,Pro,p__Mesomycetozoa,c__Ichthyosporea,o__Ichthyosphonida,f__Pseudoperkinsidae,g__Pseudoperkinsidae_X,s__Pseudoperkinsidae_X_sp.,
ASV1449,0,0.001289214,0,0,0.001145968,0,0.000405864,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonadidae_X,s__Cercomonadidae_X_sp.,
ASV1475,0.000286492,0.00071623,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__Paracercomonas_virgaria,
ASV407,0,0,0,0,0,0.001145968,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__unclassified_c__Filosa-Sarcomonadea,f__unclassified_c__Filosa-Sarcomonadea,g__unclassified_c__Filosa-Sarcomonadea,s__unclassified_c__Filosa-Sarcomonadea,
ASV3640,0,0,0,0,0,0.002291935,0.000381989,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV286,0,0,0.001145968,0,0.001575705,0.002148689,0.000811727,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_sp.,
ASV1201,0,0,0.00143246,0.001145968,0,0,0.000429738,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.,
ASV1543,0,0.00071623,0,0,0,0.00071623,0.000238743,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.,
ASV2057,0,0,0,0.003581149,0,0,0.000596858,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV3932,0,0,0.004583871,0,0,0,0.000763979,Pro,p__Lobosa,c__Tubulinea,o__Leptomyxida,f__Flabellulidae,g__Flabellula,s__Flabellula_citata,
ASV1593,0,0.000429738,0,0.00071623,0,0,0.000190995,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV296,0.00143246,0,0,0,0.000572984,0,0.000334241,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Filosa-Sarcomonadea_X,f__Filosa-Sarcomonadea_XX,g__Filosa-Sarcomonadea_XXX,s__Filosa-Sarcomonadea_XXX_sp.,
ASV278,0.004583871,0.001718951,0.004297379,0.002435181,0.002864919,0,0.00265005,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV3982,0,0,0.001575705,0,0,0,0.000262618,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV369,0,0,0,0,0.002005443,0,0.000334241,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.,
ASV852,0,0.012175906,0.011459676,0.00673256,0.007305544,0,0.006278948,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.,
ASV2581,0.002864919,0,0,0,0,0,0.000477487,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV424,0,0.000859476,0,0,0.002435181,0,0.00054911,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV118,0,0.000286492,0.000572984,0,0.001575705,0.002721673,0.000859476,Pro,p__Dinophyta,c__Dinophyceae,o__Dinophyceae_X,f__Dinophyceae_XX,g__unclassified_f__Dinophyceae_XX,s__unclassified_f__Dinophyceae_XX,
ASV1879,0,0,0,0,0.00143246,0,0.000238743,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV1471,0,0.000859476,0,0.001002722,0,0,0.000310366,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Filamoebidae,g__Filamoeba,s__Filamoeba_sp.,
ASV43,0.008881249,0.003437903,0.009883971,0.001862197,0.00673256,0.006302822,0.00618345,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.,
ASV60,0.00601633,0,0.002864919,0.006875806,0.005729838,0.001718951,0.003867641,Pro,p__Dinophyta,c__Dinophyceae,o__Dinophyceae_X,f__Dinophyceae_XX,g__Brandtodinium,s__Brandtodinium_nutricula,
ASV3283,0,0,0,0,0.001575705,0.002148689,0.000620732,Pro,p__Discoba,c__Heterolobosea,o__Heterolobosea_X,f__Heterolobosea_XX,g__Heterolobosea_XXX,s__Heterolobosea_XXX_sp.,
ASV841,0,0.00143246,0,0,0,0,0.000238743,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__unclassified_o__Hypotrichia,g__unclassified_o__Hypotrichia,s__unclassified_o__Hypotrichia,
ASV2585,0.001718951,0,0,0.004010887,0,0,0.000954973,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
